Scope,Release,Business Unit,Tower Name,Sub-Tower,Planning Area,Descoped,PMO Comments,Domain,SCP Object ID,Object Description,Test Object Group,Object Type,Design End Date,Baseline Dev End Date,Trend Dev End Date (User-Override),Dev Planned End Date (Linked to Sprint Plan),Trend Dev End Date,Dev Completion Status,Dev PMO Comments,Applicable for FUT,FUT Comments,Planned FUT Date,Trend FUT End Date (User-Override),Trend FUT Date,FUT Demo/Playback Status,FUT Approval,FUT Linked Test Details,FUT Approver,Trend Build End Date (based on dev & FUT complete),Impacted by Legal Entity Extension,LE Baseline Dev End Date,LE Dev Planned End Date (Linked to Sprint Plan),LE Trend Dev End Date (User-Override),LE Trend Dev End Date,Sprint Number - LE Trend Dev End Date,LE Dev Completion Status,LE Trend FUT End Date (User-Override),LE Trend FUT End Date,LE FUT Demo/Playback Status,LE Trend Build End Date (dev & FUT complete),LE FUT Planned End Date (Linked to Sprint Plan),Archive Object ID_2,Complexity (H/M/L),Change Request ID,Design Opens (Y/N),Design Open Row ID,Intel Comments,SCP Predecessor Object ID,Predecessor Description,SCP Successor Object ID,Successor Description,STD vs Non-Std,FS Responsible Team,Dev Responsible Team,Technical Complexity,ECA Involved?,ECA Object  ID,ECA Object Description,ECA Dependency Tracker Link,Boundary App Involved?,Boundary App IAPM ID,Boundary Application Name,B-App Dependency Tracker Link,Sprint 19 - Delay Status,Impact Assessment (Formula),Latest Dev End Date from Build Plan,Helper - Absolute Row # from Build Plan,Build Plan Stage,Sprint Number - Baseline Dev End Date,Sprint Number - Trend Dev End Date,Object - Sprint Movement,Sprint Number - Based on Trend Dev End Date(10/24),Object - Sprint Movement (After 10/24),Tagged to Sprint 18,Tagged to Sprint 19,Tagged to Sprint 20,Tagged to Sprint 21,Tagged to Sprint 22,Tagged to Sprint 23,"Tagged to Sprint 23, Spilling to S23+",Tagged to S23+,Objects Approved beyond WW02,Source System,Target System,FUT Actual End Date (Manual),FUT Approval Date,Object Completion Sprint,Dev Planned End Date (Linked to Sprint Plan)S18-20,Dev Planned End Date (Linked to Sprint Plan)S21-24,FUT Planned Start Date (Linked to Sprint Plan),FUT Planned End Date (Linked to Sprint Plan),FUT Plan Start Date (Linked to Sprint Plan)S18-S20,FUT Planned End Date (Linked to Sprint Plan)S18-20,FUT Plan Start Date (Linked to Sprint Plan)S21-S24,FUT Planned End Date (Linked to Sprint Plan)S21-24,Created By,Created Date,Modified By,Modified Date,Max Dev End Date (FUT DB reference),Priority,Archive Object ID,Archived Object Description,GAP ID,Go live Critical,TUT Documentation Available?,TUT Complete,Sharepoint Link,Comments
IAO,03.R3,01.IP - Intel Product,SCP IP,SP,SP,,,BY,SCPIPSPRF0018,Transaction Data - Ingest VehicleLoad / VehicleLoadLines,Transactional Data,02.Interface,,2025-09-12,,,2025-09-12,Completed,,Yes,,2026-01-23,2026-01-28,2026-01-28,Executed,Confirmed,"https://intel.sharepoint.com/:p:/r/sites/intelspinnakerdeloitteiao/Shared%20Documents/IP%20Supply%20and%20Materials%20Planning/3%20Development,%20Build_Test/FUT_TUT_CUT/FUT/Supply%20%26%20Material%20Planning%20Planning%20Playback%20Records/IBP_ESP/R3%20Interface%20load%20Playback-Group%201.pptx?d=w5f9e67a961d34576beb44383c62abb3d&csf=1&web=1&e=ZVbb92",,2026-01-28,,,,,,,,,,,,,"IPBYSP0051, IPBYSP0052",Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 17,Sprint 17,No change,Sprint 17,No change,No,No,No,No,Yes,No,No,No,,,,,,,,,2026-01-12,2026-01-23,,,2026-01-12,2026-01-23,bbanavath@deloitte.com,2025-09-09T14:50:31Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-28,Missing,"IPBYSP0051, IPBYSP0052",Transaction Data - Ingest VehicleLoad / VehicleLoadLines,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,SP,SP,,,BY,SCPIPSPRF0019,Transaction Data - Ingest SchedRcpts,Transactional Data,02.Interface,,2025-09-12,,,2025-09-12,Completed,,Yes,,2026-01-23,2026-01-28,2026-01-28,Executed,Confirmed,"https://intel.sharepoint.com/:p:/r/sites/intelspinnakerdeloitteiao/Shared%20Documents/IP%20Supply%20and%20Materials%20Planning/3%20Development,%20Build_Test/FUT_TUT_CUT/FUT/Supply%20%26%20Material%20Planning%20Planning%20Playback%20Records/IBP_ESP/R3%20Interface%20load%20Playback-Group%201.pptx?d=w5f9e67a961d34576beb44383c62abb3d&csf=1&web=1&e=ZVbb92",,2026-01-28,,,,,,,,,,,,,"IPBYSP0053, IPBYSP0054",Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 17,Sprint 17,No change,Sprint 17,No change,No,No,No,No,Yes,No,No,No,,,,,,,,,2026-01-12,2026-01-23,,,2026-01-12,2026-01-23,bbanavath@deloitte.com,2025-09-09T14:50:31Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-28,Missing,"IPBYSP0053, IPBYSP0054",Transaction Data - Ingest SchedRcpts,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,SP,SP,,,BY,SCPIPSPRF0020,Transaction Data - Ingest PurchOrder,Transactional Data,02.Interface,,2025-09-12,,,2025-09-12,Completed,,Yes,,2026-01-23,2026-01-28,2026-01-28,Executed,Confirmed,"https://intel.sharepoint.com/:p:/r/sites/intelspinnakerdeloitteiao/Shared%20Documents/IP%20Supply%20and%20Materials%20Planning/3%20Development,%20Build_Test/FUT_TUT_CUT/FUT/Supply%20%26%20Material%20Planning%20Planning%20Playback%20Records/IBP_ESP/R3%20Interface%20load%20Playback-Group%201.pptx?d=w5f9e67a961d34576beb44383c62abb3d&csf=1&web=1&e=ZVbb92",,2026-01-28,,,,,,,,,,,,,"IPBYSP0055, IPBYSP0056",Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 17,Sprint 17,No change,Sprint 17,No change,No,No,No,No,Yes,No,No,No,,,,,,,,,2026-01-12,2026-01-23,,,2026-01-12,2026-01-23,bbanavath@deloitte.com,2025-09-09T14:50:31Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-28,Missing,"IPBYSP0055, IPBYSP0056",Transaction Data - Ingest PurchOrder,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,SP,SP,,,BY,SCPIPSPRF0021,Transaction Data - Ingest CustoOrderHeader,Transactional Data,02.Interface,,2025-09-05,,,2025-09-05,Completed,,Yes,,2026-01-23,2026-01-28,2026-01-28,Executed,Confirmed,"https://intel.sharepoint.com/:p:/r/sites/intelspinnakerdeloitteiao/Shared%20Documents/IP%20Supply%20and%20Materials%20Planning/3%20Development,%20Build_Test/FUT_TUT_CUT/FUT/Supply%20%26%20Material%20Planning%20Planning%20Playback%20Records/IBP_ESP/R3%20Interface%20load%20Playback-Group%201.pptx?d=w5f9e67a961d34576beb44383c62abb3d&csf=1&web=1&e=ZVbb92",,2026-01-28,,,,,,,,,,,,,"IPBYSP0057, IPBYSP0058",Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 17,Sprint 17,No change,Sprint 17,No change,No,No,No,No,Yes,No,No,No,,,,,,,,,2026-01-12,2026-01-23,,,2026-01-12,2026-01-23,bbanavath@deloitte.com,2025-09-09T14:50:31Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-28,Missing,"IPBYSP0057, IPBYSP0058",Transaction Data - Ingest CustoOrderHeader,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,SP,SP,,,BY,SCPIPSPRF0022,Transaction Data - Ingest CustOrder,Transactional Data,02.Interface,,2025-09-05,,,2025-09-05,Completed,,Yes,,2026-01-23,2026-01-28,2026-01-28,Executed,Confirmed,"https://intel.sharepoint.com/:p:/r/sites/intelspinnakerdeloitteiao/Shared%20Documents/IP%20Supply%20and%20Materials%20Planning/3%20Development,%20Build_Test/FUT_TUT_CUT/FUT/Supply%20%26%20Material%20Planning%20Planning%20Playback%20Records/IBP_ESP/R3%20Interface%20load%20Playback-Group%201.pptx?d=w5f9e67a961d34576beb44383c62abb3d&csf=1&web=1&e=ZVbb92",,2026-01-28,,,,,,,,,,,,,"IPBYSP0059, IPBYSP0060",Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 17,Sprint 17,No change,Sprint 17,No change,No,No,No,No,Yes,No,No,No,,,,,,,,,2026-01-12,2026-01-23,,,2026-01-12,2026-01-23,bbanavath@deloitte.com,2025-09-09T14:50:31Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-28,Missing,"IPBYSP0059, IPBYSP0060",Transaction Data - Ingest CustOrder,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,DP,DP,,,PDH,SCPIPDPRF0004,Item Master,Master Data,02.Interface,,2025-10-24,,,2025-10-24,Completed,,Yes,,2026-01-23,2026-01-23,2026-01-23,Executed,Confirmed,,,2026-01-23,,,,,,,,,,,,,"IPPDHDP0001, IPPDHDP0050",High,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,On-Track,No Impact,,0,,Sprint 19,Sprint 19,No change,Sprint 19,No change,No,No,No,No,Yes,No,No,No,,ECA,"BY CDP, ECA",,,,,,2026-01-12,2026-01-23,,,2026-01-12,2026-01-23,bbanavath@deloitte.com,2025-09-09T14:50:31Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-23,Missing,"IPPDHDP0001, IPPDHDP0050",Item Master - Ent,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,DP,DP,,,PDH,SCPIPDPRF0007,Location Master,Master Data,02.Interface,,2025-09-12,,,2025-09-12,Completed,,Yes,,2026-01-23,2026-01-23,2026-01-23,Executed,Confirmed,,,2026-01-23,,,,,,,,,,,,,"IPPDHDP0004, IPPDHDP0053",High,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 17,Sprint 17,No change,Sprint 17,No change,No,No,No,No,Yes,No,No,No,,ECA,BY CDP,,,,,,2026-01-12,2026-01-23,,,2026-01-12,2026-01-23,bbanavath@deloitte.com,2025-09-09T14:50:31Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-23,Missing,"IPPDHDP0004, IPPDHDP0053",Location Master,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,DP,DP,,,PDH,SCPIPDPRF0008,Customer Master,Master Data,02.Interface,,2025-08-29,,,2025-08-29,Completed,,Yes,,2026-01-22,2026-01-22,2026-01-22,Executed,Confirmed,,,2026-01-22,,,,,,,,,,,,,"IPPDHDP0005, IPPDHDP0054",High,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 17,Sprint 17,No change,Sprint 17,No change,No,No,No,No,Yes,No,No,No,,ECA,"BY CDP, ECA",,,,,,2026-01-12,2026-01-22,,,2026-01-12,2026-01-22,gilberto.li.gu@intel.com,2025-10-02T17:40:46Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-22,Missing,"IPPDHDP0005, IPPDHDP0054",Customer Master - Ent,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,DP,DP,,,PDH,SCPIPDPRF0011,Profit Center,Master Data,02.Interface,,2025-09-19,,,2025-09-19,Completed,,Yes,,2026-01-23,2026-01-23,2026-01-23,Executed,Confirmed,,,2026-01-23,,,,,,,,,,,,,"IPPDHDP0008, IPPDHDP0057",Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 18,Sprint 18,No change,Sprint 18,No change,No,No,No,No,Yes,No,No,No,,ECA,BY CDP,,,,,,2026-01-12,2026-01-23,,,2026-01-12,2026-01-23,bbanavath@deloitte.com,2025-09-09T14:50:31Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-23,Missing,"IPPDHDP0008, IPPDHDP0057",Profit Center - Ent,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,DP,DP,,,PDH,SCPIPDPRF0012,Calendar Master,Transactional Data,02.Interface,,2025-05-23,,,2025-05-23,Completed,,Yes,,2026-01-23,2026-01-22,2026-01-22,Executed,Confirmed,,,2026-01-22,,,,,,,,,,,,,"IPPDHDP0009, IPPDHDP0058",Low,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 14,Sprint 14,No change,Sprint 14,No change,No,No,No,No,Yes,No,No,No,,ECA,BY CDP,,,,,,2026-01-12,2026-01-22,,,2026-01-12,2026-01-22,bbanavath@deloitte.com,2025-09-09T14:50:31Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-22,Missing,"IPPDHDP0009, IPPDHDP0058",Calendar Master - Ent,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,DP,DP,,,PDH,SCPIPDPRF0013,Customer PRF,"Transactional Data, Forecast Netting",02.Interface,,2025-10-17,,,2025-10-17,Completed,,Yes,,2026-01-23,2026-01-23,2026-01-23,Executed,Confirmed,,,2026-01-23,,,,,,,,,,,,,"IPPDHDP0013, IPPDHDP0059",High,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,On-Track,No Impact,,0,,Sprint 19,Sprint 19,No change,Sprint 19,No change,No,No,No,No,Yes,No,No,No,,B2B,"BY CDP, ECA",,,,,,2026-01-12,2026-01-23,,,2026-01-12,2026-01-23,bbanavath@deloitte.com,2025-09-09T14:50:31Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-23,High,"IPPDHDP0013, IPPDHDP0059",Customer PRF,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,DP,DP,,,PDH,SCPIPDPRF0014,Customer RTF,"Transactional Data, Forecast Netting",02.Interface,,2025-10-17,,,2025-10-17,Completed,,Yes,,2026-01-23,2026-01-23,2026-01-23,Executed,Confirmed,,,2026-01-23,,,,,,,,,,,,,"IPPDHDP0014, IPPDHDP0060",Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,On-Track,No Impact,,0,,Sprint 19,Sprint 19,No change,Sprint 19,No change,No,No,No,No,Yes,No,No,No,,"BY ESP, PDH SP","BY CDP, ECA",,,,,,2026-01-12,2026-01-23,,,2026-01-12,2026-01-23,bbanavath@deloitte.com,2025-09-09T14:50:31Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-23,High,"IPPDHDP0014, IPPDHDP0060",Customer RTF,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,DP,DP,,,PDH,SCPIPDPRF0015,Adjusted RTF,Forecast Netting,02.Interface,,2025-10-24,,,2025-10-24,Completed,,Yes,,2026-01-23,2026-01-23,2026-01-23,Executed,Confirmed,,,2026-01-23,,,,,,,,,,,,,"IPPDHDP0015, IPPDHDP0061",Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,On-Track,No Impact,,0,,Sprint 19,Sprint 19,No change,Sprint 19,No change,No,No,No,No,Yes,No,No,No,,BY CDP,"B2B, ECA",,,,,,2026-01-12,2026-01-23,,,2026-01-12,2026-01-23,bbanavath@deloitte.com,2025-09-09T14:50:31Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-23,High,"IPPDHDP0015, IPPDHDP0061",Adjusted RTF,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,DP,DP,,,PDH,SCPIPDPRF0016,Market Segment,Master Data,02.Interface,,2025-09-12,,,2025-09-12,Completed,,Yes,,2026-01-23,2026-01-22,2026-01-22,Executed,Confirmed,,,2026-01-22,,,,,,,,,,,,,"IPPDHDP0016, IPPDHDP0062",Low,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 17,Sprint 17,No change,Sprint 17,No change,No,No,No,No,Yes,No,No,No,,,"BY CDP, ECA",,,,,,2026-01-12,2026-01-22,,,2026-01-12,2026-01-22,gilberto.li.gu@intel.com,2025-10-02T18:02:13Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-22,Missing,"IPPDHDP0016, IPPDHDP0062",Market Segment,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,DP,DP,,,PDH,SCPIPDPRF0017,LRP,"Transactional Data, Forecast Netting",02.Interface,,2025-11-14,,,2025-11-14,Completed,,Yes,,2026-01-23,2026-01-22,2026-01-22,Executed,Confirmed,,,2026-01-22,,,,,,,,,,,,,"IPPDHDP0017, IPPDHDP0064",Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 20,Sprint 20,No change,Sprint 20,No change,No,No,No,No,Yes,No,No,No,,ECA,BY CDP,,,,,,2026-01-12,2026-01-22,,,2026-01-12,2026-01-22,bbanavath@deloitte.com,2025-09-09T14:50:31Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-22,Missing,"IPPDHDP0017, IPPDHDP0064",LRP,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,DP,DP,,,PDH,SCPIPDPRF0018,Master Node Creation,Master Data,02.Interface,,2025-10-24,,,2025-10-24,Completed,,Yes,,2026-01-23,2026-01-22,2026-01-22,Executed,Confirmed,,,2026-01-22,,,,,,,,,,,,,"IPPDHDP0018, IPPDHDP0065",High,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,On-Track,No Impact,,0,,Sprint 19,Sprint 19,No change,Sprint 19,No change,No,No,No,No,Yes,No,No,No,,,BY CDP,,,,,,2026-01-12,2026-01-22,,,2026-01-12,2026-01-22,bbanavath@deloitte.com,2025-09-09T14:50:31Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-22,Missing,"IPPDHDP0018, IPPDHDP0065",Node Creation,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,DP,DP,,,PDH,SCPIPDPRF0020,Node Discontinue,Master Data,02.Interface,,2025-11-07,,,2025-11-07,Completed,,Yes,,2026-01-23,2026-01-22,2026-01-22,Executed,Confirmed,,,2026-01-22,,,,,,,,,,,,,"IPPDHDP0020, IPPDHDP0067",High,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,On-Track,No Impact,,0,,Sprint 19,Sprint 19,No change,Sprint 19,No change,No,No,No,No,Yes,No,No,No,,,BY CDP,,,,,,2026-01-12,2026-01-22,,,2026-01-12,2026-01-22,bbanavath@deloitte.com,2025-09-09T14:50:31Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-22,Missing,"IPPDHDP0020, IPPDHDP0067",Node Discontinue,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,DP,DP,,,PDH,SCPIPDPRF0022,System Forecast,Forecast Netting,02.Interface,,2025-12-19,,,2025-12-19,Completed,,Yes,,2026-01-23,2026-01-22,2026-01-22,Executed,Confirmed,,,2026-01-22,,,,,,,,,,,,,"IPPDHDP0022, IPPDHDP0069",Low,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 21,Sprint 21,No change,Sprint 21,No change,No,No,No,No,Yes,No,No,No,,BY CDP,ECA,,,,,,2026-01-12,2026-01-22,,,2026-01-12,2026-01-22,bbanavath@deloitte.com,2025-09-09T14:50:31Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-22,Missing,"IPPDHDP0022, IPPDHDP0069",System Forecast,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,DP,DP,,,PDH,SCPIPDPRF0023,Contractual Demand,"Transactional Data, Forecast Netting",02.Interface,,2025-10-10,,,2025-10-10,Completed,,Yes,,2026-01-23,2026-01-22,2026-01-22,Executed,Confirmed,,,2026-01-22,,,,,,,,,,,,,"IPPDHDP0023, IPPDHDP0070",Low,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 18,Sprint 18,No change,Sprint 18,No change,No,No,No,No,Yes,No,No,No,,BY CDP,ECA,,,,,,2026-01-12,2026-01-22,,,2026-01-12,2026-01-22,bbanavath@deloitte.com,2025-09-09T14:50:31Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-22,Missing,"IPPDHDP0023, IPPDHDP0070",Contractual Demand,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,DP,DP,,,PDH,SCPIPDPRF0027,BnB,Transactional Data,02.Interface,,2025-12-05,,2025-12-05,2025-12-05,Completed,,Yes,,2026-01-22,2026-01-22,2026-01-22,Executed,Confirmed,,,2026-01-22,,,,,,,,,,,,,"IPPDHDP0029, IPPDHDP0074",Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,On-Track,No Impact,2025-12-05,4499,Code & Technical Unit Testing,Sprint 20,Sprint 20,No change,Sprint 20,No change,No,No,Yes,No,Yes,No,No,No,,ECA,BY CDP,,,,2025-12-05,,2026-01-12,2026-01-22,,,2026-01-12,2026-01-22,bbanavath@deloitte.com,2025-09-09T14:50:31Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-22,Missing,"IPPDHDP0029, IPPDHDP0074",BillBacklogGrossQtyAdj,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,DP,DP,,,PDH,SCPIPDPRF0028,CustomerOrdersCGID,Transactional Data,02.Interface,,2025-11-07,,,2025-11-07,Completed,,Yes,,2026-01-23,2026-01-22,2026-01-22,Executed,Confirmed,,,2026-01-22,,,,,,,,,,,,,"IPPDHDP0030, IPPDHDP0075",Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,On-Track,No Impact,,0,,Sprint 19,Sprint 19,No change,Sprint 19,No change,No,No,No,No,Yes,No,No,No,,ECA,BY CDP,,,,,,2026-01-12,2026-01-22,,,2026-01-12,2026-01-22,bbanavath@deloitte.com,2025-09-09T14:50:31Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-22,Missing,"IPPDHDP0030, IPPDHDP0075",CustomerOrdersCGID,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,DP,DP,,,PDH,SCPIPDPRF0029,CustomerOrdersDel,Transactional Data,02.Interface,,2025-11-14,,,2025-11-14,Completed,,Yes,,2026-01-23,2026-01-22,2026-01-22,Executed,Confirmed,,,2026-01-22,,,,,,,,,,,,,"IPPDHDP0031, IPPDHDP0076",Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 20,Sprint 20,No change,Sprint 20,No change,No,No,No,No,Yes,No,No,No,,ECA,BY CDP,,,,,,2026-01-12,2026-01-22,,,2026-01-12,2026-01-22,bbanavath@deloitte.com,2025-09-09T14:50:31Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-22,Missing,"IPPDHDP0031, IPPDHDP0076",CustomerOrdersDel,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,DP,DP,,,PDH,SCPIPDPRF0030,CustomerOrdersRGID,Transactional Data,02.Interface,,2025-11-21,,,2025-11-21,Completed,,Yes,,2026-01-23,2026-01-22,2026-01-22,Executed,Confirmed,,,2026-01-22,,,,,,,,,,,,,"IPPDHDP0032, IPPDHDP0077",Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 20,Sprint 20,No change,Sprint 20,No change,No,No,No,No,Yes,No,No,No,,ECA,BY CDP,,,,,,2026-01-12,2026-01-22,,,2026-01-12,2026-01-22,bbanavath@deloitte.com,2025-09-09T14:50:31Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-22,Missing,"IPPDHDP0032, IPPDHDP0077",CustomerOrdersRGID,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,DP,DP,,,PDH,SCPIPDPRF0031,CustomerOrdersRMAD,Transactional Data,02.Interface,,2025-11-28,,,2025-11-28,Completed,,Yes,,2026-01-23,2026-01-22,2026-01-22,Executed,Confirmed,,,2026-01-22,,,,,,,,,,,,,"IPPDHDP0033, IPPDHDP0078",Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 20,Sprint 20,No change,Sprint 20,No change,No,No,No,No,Yes,No,No,No,,ECA,BY CDP,,,,,,2026-01-12,2026-01-22,,,2026-01-12,2026-01-22,bbanavath@deloitte.com,2025-09-09T14:50:31Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-22,Missing,"IPPDHDP0033, IPPDHDP0078",CustomerOrdersRMAD,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,DP,DP,,,PDH,SCPIPDPRF0032,HistSalesOrders,Transactional Data,02.Interface,,2025-12-05,,,2025-12-05,Completed,,Yes,,2026-01-23,2026-01-22,2026-01-22,Executed,Confirmed,,,2026-01-22,,,,,,,,,,,,,"IPPDHDP0034, IPPDHDP0079",Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 20,Sprint 20,No change,Sprint 20,No change,No,No,No,No,Yes,No,No,No,,ECA,BY CDP,,,,,,2026-01-12,2026-01-22,,,2026-01-12,2026-01-22,bbanavath@deloitte.com,2025-09-09T14:50:31Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-22,Missing,"IPPDHDP0034, IPPDHDP0079",HistSalesOrders,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,DP,DP,,,PDH,SCPIPDPRF0033,WeeklyHistSalesOrders,Transactional Data,02.Interface,,2025-12-12,,,2025-12-12,Completed,,Yes,,2026-01-23,2026-01-22,2026-01-22,Executed,Confirmed,,,2026-01-22,,,,,,,,,,,,,"IPPDHDP0035, IPPDHDP0080",Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 21,Sprint 21,No change,Sprint 21,No change,No,No,No,No,Yes,No,No,No,,ECA,BY CDP,,,,,,2026-01-12,2026-01-22,,,2026-01-12,2026-01-22,bbanavath@deloitte.com,2025-09-09T14:50:31Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-22,Missing,"IPPDHDP0035, IPPDHDP0080",WeeklyHistSalesOrders,,,,,,
