Scope,Console ID,Current Console ID (Auto generated),GAP ID,CR ID,Tower Name,Release Name,GPO Lead,Process Sub-Lead,Business Unit,IT Tower Lead,RICEFW Type,Deloitte Tower Lead,RICEFW Description/ Short Text,B-App IAPM ID,B-App Name,L3 Process Code,L3 Design Sprint End,FS Responsible Team,TDD Responsible Team,RICEFW Intake Form Status,RICEFW Intake Form Link,Process Steward,Created By,Comments,Status,RICEFW ID,Intimation Alert,Row Id,CR Creation Date,Created
01. IAO ERP,,2786.0,,,06. PTP,03.R3,"Cari H Shim, Randy Eck",Krishna Subramanian,"01.IP - Intel Product
02.IF - Intel Foundry",Steffanie Maxey,02.Interface,"Ruben David Alvarez Carroz, Shashank Kale",S4 sending 3B2 ASN information to supplier as outbound signal for return delivery.,,,,,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7BE6449C17-C689-47C9-83AB-75BECF7EE340%7D&file=Outbound%203B2%20signal%20send%20to%20supplier%20via%20e2open%20for%20return%20delivery.pptx&action=edit&mobileredirect=true,,,Approved by GPO,03.Processed,"LOGI1206_IP, LOGI1206_IF",,,,2025-01-22 05:11:07
01. IAO ERP,,2787.0,,,06. PTP,03.R3,"Cari H Shim, Randy Eck",Krishna Subramanian,"01.IP - Intel Product
02.IF - Intel Foundry",Steffanie Maxey,02.Interface,"Ruben David Alvarez Carroz, Shashank Kale",Inbound 3B2 from Supplier via E2O needs to be enabled to capture the required shipment deta,,,,,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B7B1454AD-8047-4952-8E16-86385D1C7ABD%7D&file=Inbound%203B2%20signal%20recieving%20from%20supplier%20via%20E2OPEN%20for%20return%20delivery..pptx&action=edit&mobileredirect=true,,,Approved by GPO,03.Processed,"LOGI1207_IF, LOGI1207_IP",,,,2025-01-22 05:11:07
01. IAO ERP,,2788.0,R-260-010,,05. OTC IP,03.R3,Shelly Lafree,Kimberly Moore,01.IP - Intel Product,Veena Krishnamurthy,05.Form,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz",Enhancement to generate picklist,,,R-260-010,,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/05.%20OTC%20-%20Intel%20Products/6%20Detail%20Design%20Workshops/IP_Returns/Filled%20RICEFW%20Template/R3_IP_Returns_Picklist.pptx?d=wc5dc6cc994534b78813383df24fb0b41&csf=1&web=1&e=Ju9bbg,Kimberly Moore,Soumya Biswal,,03.Processed,OTCF1216,,,,2025-01-22 07:46:33
01. IAO ERP,,2789.0,,,05. OTC IP,03.R3,Shelly Lafree,Kimberly Moore,01.IP - Intel Product,Veena Krishnamurthy,04.Enhancement,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz",Storage Bin Population and Batch Determination based on RMA from Ship Item Screen,,,,,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/05.%20OTC%20-%20Intel%20Products/6%20Detail%20Design%20Workshops/IP_Returns/Filled%20RICEFW%20Template/R3_IP_Returns_Bin_Population%20and%20Batch%20determination.pptx?d=w9d3ee0ab079c4f14a2fd1d7e441ceb6c&csf=1&web=1&e=12hBzC,Kimberly Moore,Soumya Biswal,,03.Processed,OTCE1217,,,,2025-01-22 08:00:07
01. IAO ERP,,2790.0,,,05. OTC IP,03.R3,Shelly Lafree,Kimberly Moore,01.IP - Intel Product,Veena Krishnamurthy,04.Enhancement,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz",Warehouse Monitor Report on Disposition type,,,,,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/05.%20OTC%20-%20Intel%20Products/6%20Detail%20Design%20Workshops/IP_Returns/Filled%20RICEFW%20Template/R3_IP_Returns_Warehouse%20Monitor%20Report.pptx?d=w0094adfc5a3c416ea12f77b9e27d2048&csf=1&web=1&e=Rmo1Vl,Kimberly Moore,Soumya Biswal,,03.Processed,OTCE1218,,,,2025-01-22 08:18:54
01. IAO ERP,,2791.0,,,05. OTC IP,03.R3,Shelly Lafree,Kimberly Moore,01.IP - Intel Product,Veena Krishnamurthy,04.Enhancement,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz",Enhancement to establish custom GTS block,,,,,01.Deloitte,01.Deloitte,00.Draft,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/05.%20OTC%20-%20Intel%20Products/6%20Detail%20Design%20Workshops/IP_Returns/Filled%20RICEFW%20Template/R3_IP_Returns_GTS%20block.pptx?d=wcb3316be8f444bbb84b657d388bcace8&csf=1&web=1&e=5hFgwC,Kimberly Moore,Soumya Biswal,"Cancelled
1/28-Per Ruben no longer needed",01.inactive,,,,,2025-01-22 08:25:31
01. IAO ERP,,2792.0,R-240-020,,05. OTC IP,03.R3,Shelly Lafree,Kimberly Moore,01.IP - Intel Product,Veena Krishnamurthy,05.Form,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz",Enhancement to create Physical inventory form,,,R-240-020,,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/05.%20OTC%20-%20Intel%20Products/6%20Detail%20Design%20Workshops/IP_Returns/Filled%20RICEFW%20Template/R3_IP_Returns_Physical%20Inventory%20form.pptx?d=w756ea2cbc83947babac6fbb0bda8f99a&csf=1&web=1&e=njjG7W,Kimberly Moore,Soumya Biswal,,03.Processed,OTCF1219,,,,2025-01-22 08:34:57
01. IAO ERP,,2793.0,,,05. OTC IP,03.R3,Shelly Lafree,Kimberly Moore,01.IP - Intel Product,Veena Krishnamurthy,05.Form,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz",Enhancement to generate Shipping labels,,,,,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/05.%20OTC%20-%20Intel%20Products/6%20Detail%20Design%20Workshops/IP_Returns/Filled%20RICEFW%20Template/R3_IP_Returns_Shipping%20label.pptx?d=w0fa7a4e971d14dd0bddecccf285e5755&csf=1&web=1&e=qaFgPW,Kimberly Moore,Soumya Biswal,,03.Processed,OTCE1220,,,,2025-01-22 08:38:09
01. IAO ERP,,2794.0,DC-050-680B4,,03. FPR,03.R3,"Angela Wolf, Shane Bethune",Ricardo J Varela Molina,01.IP - Intel Product,Bharath PLVN,04.Enhancement,Prabesh Acharya,Add custom fields to CJI3 and CJI5 reports (SAP S/4HANA Project Systems module).​,,,DC-050-680,R3 Design Sprint 6,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/2794_FPR_DC-050-640_PS%20Report%20Custom%20Fields%20Enhancement%20RICEFW.pptx?d=wa385ddcf66ad402fba08ca25caf99424&csf=1&web=1&e=mc83ma,Ricardo J Varela Molina,Suresh Avula,"01/30: Presented and approved by Tech team, waiting the object creation to be presented to OSC.
01/29: Approved to be defend in the Next Available session with the Tech team.
01/24: This RICEFW requires a deeper review with Karen G. Not approved for intake.
01/22: requested to be presented in DSU",03.Processed,"FPRE1235_IP,FPRE1235_IF",,,,2025-01-22 11:41:03
01. IAO ERP,,2795.0,DC-050-680B2,,03. FPR,03.R3,"Angela Wolf, Shane Bethune",Ricardo J Varela Molina,01.IP - Intel Product,Bharath PLVN,02.Interface,Prabesh Acharya,Create two SAP S/4HANA Shared Drive Folders in the IP system as a repository for SAP Dassian to export files to (QA and Prod).​,,,DC-050-680,R3 Design Sprint 6,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/2795_FPR_DC_050_680B_Intel%20Federal%20FPR%20Create%20SAP%20Shared%20Drive%20Folder%20RICEFW.pptx?d=w17049643ec524a07870ede98ee0a3b3d&csf=1&web=1&e=K3c795,Ricardo J Varela Molina,Suresh Avula,"01/28: We confirmed during the intake that RICEFW for a shared Folder in the App server is no needed, can be a direct request to Basis team [Josh Wise]. As agreed with Tech team this RICEFW will be inactivated as invalid.
01/24: Type has been changed to interface. Approved for Intake.
01/22: requested to be presented in DSU",01.inactive,,,,,2025-01-22 11:59:50
01. IAO ERP,,2796.0,,,05. OTC IP,03.R3,Shelly Lafree,,01.IP - Intel Product,Kevin A Brown,04.Enhancement,Ravi Vishwanathan,Vistex/CHM/CSAR Currency Conversion - Non USD to USD,,,,,01.Deloitte,01.Deloitte,00.Draft,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B08C4C7CE-B139-4F9D-8A48-86CB6ECA5087%7D&file=Console%20ID_2796_IPVistex%20CHM%20CSAR%20WOM%20%20for%20Currency%20Conversion%20Non%20USD%20to%20USD.pptx&action=edit&mobileredirect=true,Nuria Galceran,Priya Sharadchandra Shyamkul,"Cancelled
1/29-Per Shelly we are going to put all local currency request's on hold.  If anything changes and we move forward we will use CR to enable it.",01.inactive,,,,,2025-01-23 00:50:47
01. IAO ERP,,2797.0,MDM-130-050,,09A. Master Data,03.R3,Candice S Linnell,Sean Tillman,01.IP - Intel Product,Sean Tillman,03.Conversion,"Lilibeth Lejarde, Raunaq Singh",Load Vendor as Customer to MDG System,,,MDM-130-050,#NO MATCH,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/doc2.aspx?sourcedoc=%7B0B5DBADF-E572-4C5B-B3D5-36D6050E2D82%7D&file=Load%20Vendor%20as%20Customer%20to%20MDG%20System.pptx&action=edit&mobileredirect=true&CID=CE6B5F2B-5727-4816-9995-FC249521B132&wdLOR=c22B543C3-3864-4847-B9CF-8CAAFD00AB63,,Jatin K Khurana,01/21/25: Approved By GPO,03.Processed,DATW1204,,,,2025-01-23 00:57:16
01. IAO ERP,,2798.0,MDM-130-050,,09A. Master Data,03.R3,Candice S Linnell,Sean Tillman,01.IP - Intel Product,Sean Tillman,06.Workflow,"Lilibeth Lejarde, Raunaq Singh",Vendor as Customer Workflow,,,MDM-130-050,#NO MATCH,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B0EB71A06-0878-4301-858F-3CB967F48D1C%7D&file=Vendor%20as%20Customer_Workflow_Intake%20form.pptx&wdLOR=c3A5FB9DC-0D34-49B6-ADBB-9A86843AE096&action=edit&mobileredirect=true&CID=22F11C6A-69BB-4491-A596-EAF947C90DAF,,Jatin K Khurana,01/21/25: Approved by GPO,03.Processed,DATW1205,,,,2025-01-23 00:59:02
01. IAO ERP,,2799.0,,,05. OTC IP,03.R3,Shelly Lafree,Kimberly Moore,01.IP - Intel Product,Veena Krishnamurthy,04.Enhancement,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz",Custom Fiori screen to capture shipping details and start the shipping process.,,,R-260-030,,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/05.%20OTC%20-%20Intel%20Products/6%20Detail%20Design%20Workshops/IP_Returns/Filled%20RICEFW%20Template/R3_IP_Returns_Ship%20Item%20screen.pptx?d=w098638b585844ec28245d03ee2890f64&csf=1&web=1&e=yeCHOe,Kimberly Moore,Soumya Biswal,,03.Processed,OTCE1221,,,,2025-01-23 03:22:20
01. IAO ERP,,2800.0,,,05. OTC IP,03.R3,Shelly Lafree,Kimberly Moore,01.IP - Intel Product,Veena Krishnamurthy,04.Enhancement,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz",Enhancement to generate Hazmat label,,,,,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/05.%20OTC%20-%20Intel%20Products/6%20Detail%20Design%20Workshops/IP_Returns/Filled%20RICEFW%20Template/R3_IP_Returns_Hazmat%20label.pptx?d=web8f03d2baa8472ea9e32a4b5ef9f66a&csf=1&web=1&e=jnbtkt,Kimberly Moore,Soumya Biswal,"Cancelled
2/19-Per Surendra no longer need.  He will update the tracker",01.inactive,OTCE1222,,,,2025-01-23 03:27:30
01. IAO ERP,,2801.0,,,05. OTC IP,03.R3,Shelly Lafree,Kimberly Moore,01.IP - Intel Product,Veena Krishnamurthy,04.Enhancement,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz",Sending ULT update on Goods Issue,,,,,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/05.%20OTC%20-%20Intel%20Products/6%20Detail%20Design%20Workshops/IP_Returns/Filled%20RICEFW%20Template/R3_IP_Returns_ULT%20update.pptx?d=w48002beb341f481db907fbc302d8c326&csf=1&web=1&e=U0ViHH,Kimberly Moore,Soumya Biswal,,03.Processed,OTCE1223,,,,2025-01-23 03:36:18
01. IAO ERP,,2802.0,,,05. OTC IP,03.R3,Shelly Lafree,Kimberly Moore,01.IP - Intel Product,Veena Krishnamurthy,05.Form,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz",Enhancement to create Scrapping form Document,,,,,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/05.%20OTC%20-%20Intel%20Products/6%20Detail%20Design%20Workshops/IP_Returns/Filled%20RICEFW%20Template/R3_IP_Returns_Scrapping_Document.pptx?d=wbcf2c30f58c54b71a3e132c49985744a&csf=1&web=1&e=FI8yrd,Kimberly Moore,Soumya Biswal,,03.Processed,LOGF1224,,,,2025-01-23 03:40:24
01. IAO ERP,,2803.0,DC-050-680B3,,03. FPR,03.R3,"Angela Wolf, Shane Bethune",Ricardo J Varela Molina,01.IP - Intel Product,Bharath PLVN,04.Enhancement,Prabesh Acharya,Upload adjustments to time sheet entries in bulk for Intel Federal.,,,DC-050-680,R3 Design Sprint 6,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/2803_FPR_DC-050-680B_Intel%20Federal%20SAP%20Timekeeping%20Bulk%20Upload%20RICEFW_r1.pptx?d=w43613494cff14939ad1013ff0e665570&csf=1&web=1&e=NhOwyx,Ricardo J Varela Molina,Suresh Avula,"01/31: Object has been created and sized by tech team.
01/29: SAP comment reviewed and agreed during the Today's DSU session.
01/28 Conditional Approved by Tech team, we need to advise them when LARs enter his comments on it.
01/24: Approved for intake Meeting, SAP comments pending.
01/23: New RICEFW",03.Processed,FPRI1209,,,,2025-01-23 06:54:51
01. IAO ERP,,2804.0,DC-050-680B5,,03. FPR,03.R3,"Angela Wolf, Shane Bethune",Ricardo J Varela Molina,01.IP - Intel Product,Bharath PLVN,01.Report,Prabesh Acharya,Report for searching on and viewing government contract timesheet changes for Intel Federal.​,,,DC-050-680,R3 Design Sprint 6,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/2804_FPR_DC-050-640B_Intel%20Federal%20SAP%20Timekeeping%20WDC%20Timesheet%20Changes%20Report%20RICEFW_r1.pptx?d=w1450364c28fd4fe7b79639ceeede7165&csf=1&web=1&e=LawXiO,Ricardo J Varela Molina,Suresh Avula,"01/28 Approved by Tech team
01/24: approved for Intake review.
01/23: New RICEFW",03.Processed,FPRI1210,,,,2025-01-23 07:01:22
01. IAO ERP,,2805.0,DC-050-680B6,,03. FPR,03.R3,"Angela Wolf, Shane Bethune",Ricardo J Varela Molina,01.IP - Intel Product,Bharath PLVN,01.Report,Prabesh Acharya,Report for searching on and viewing government contract timesheets for Intel Federal.,,,DC-050-680,R3 Design Sprint 6,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/2805_FPR_DC-050-640B_Intel%20Federal%20Report%20for%20searching%20government%20contract%20timesheets.pptx?d=w506380961ee449eeaae2e3213b9ee60f&csf=1&web=1&e=lzJgbK,Ricardo J Varela Molina,Suresh Avula,"01/28 Approved by Tech team
01/24: approved for Intake review.
01/23: New RICEFW",03.Processed,FPRR1211,,,,2025-01-23 07:08:26
01. IAO ERP,,2806.0,,,06. PTP,03.R3,Randy Eck,Randall Paniagua,01.IP - Intel Product,Steffanie Maxey,04.Enhancement,"Ruben David Alvarez Carroz, Shashank Kale",S4 – Enhancement to stop GR for Purchase Order for which Delivery Completed indicator is set,,,LI-120-100,#NO MATCH,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7BAEA460AC-9476-487D-AC2F-25CA7E19C3F4%7D&file=2806_PTP_LE%20-%20Enhancement%20to%20stop%20GR%20for%20Purchase%20Order%20for%20which%20Delivery%20Completed%20indicator%20is%20Set_S4%20IP%20&%20IF.pptx=&action=edit&mobileredirect=true,Randall Paniagua,Rishav Kumar,"01/24: New RICEFW Intake
01/27: Ready for Tech Intake",03.Processed,"LOGE1193_IP,LOGE1193_IF",,,,2025-01-23 08:06:07
01. IAO ERP,,2807.0,,,08. FTS IP,03.R3,Thomas M Sanger,Matthew Katzorke,01.IP - Intel Product,Steffanie Maxey,04.Enhancement,Sekhar Lingam,Enhancement in IP SAP HANA system to re-assign the first operation plant to Consumption materials.,,,M-100-080,R3 Design Sprint 6,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/2807_FTS_IP_Enhancement%20in%20IP%20SAP%20HANA%20System%20to%20re-assign%20the%20operation%20number%20in%20the%20first%20operation%20to%20last%20operation%20to%20allocate%20BoM%20Components%20against%20production%20order.pptx?d=w47ffbb3e65cb4cfa9f56b02c945f0011&csf=1&web=1&e=NIbgpv,Shilpa Chandra,Karthik Reddy Reddy,,03.Processed,FTSE1194,,,,2025-01-23 08:25:21
01. IAO ERP,,2808.0,,,06. PTP,03.R3,Cari H Shim,Jose Vargas Lepiz,"01.IP - Intel Product
02.IF - Intel Foundry",Jose Vargas Lepiz,04.Enhancement,Rajesh Tol,"Enhancement to auto close Purchase Orders based on policy criteria , executed at a designated frequency .",,,,,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://secure-web.cisco.com/1bkPEKLDc3bkzp_cLeUrfS3OcK25NEZBdNEcfb10JaUpXQfGTPgBKg6ZSSQ-0yUDlRk4Ru3cZ4coVqZ-su-K6rtoFKn3jJ9o29sGV4P0GcK9ZNVFCkTTsqQ2OZ8ON_1SGiua7M37J1FIrw6d_KFTo2UoeYTwOw-WMksEP4Urd3AGSC_FkXkDabzn2hQY5cRiU9WbXlZ6EHVUu3od09kxYFY5tBI6yvtPs1mUoSuXUMwJc_BxBGIt5F2z82VJ4V_hrdPge8VcWOecYXk6hYOUkJN25fc0PVlBwzgGs47iS2pbV2Tl0H1Nn4jzdWTVHEkxH4UcE1VQJTIkzDGpKLNhqLZhgVuZqQbcFvNIaVJZ8q210u0aX56qg6GdU-nJPl-MQiRlfXDo1qEs3WvZHHVsxSK4V5n_AJgjgN3Qzi4trsNWoB0TQqbiTxyTtMexkOnF2VyLXlYdeGnaa8BcPDza-A93sk4w9yw1mzPA8CUVLMXvrh1MD3bFCqhtyP46_RifdWuHWeGqvrSjaHPIm6mVi3g/https%3A%2F%2Fintel.sharepoint.com%2F%3Ap%3A%2Fr%2Fsites%2Finteldeloitteiao%2F_layouts%2F15%2FDoc.aspx%3Fsourcedoc%3D%257B78995484-D5C1-4046-8D4B-7B37C4160B61%257D%26file%3D2808-PTP_PM-070-070_0007_Enhancement%2520required%2520to%2520auto%2520close%2520PO%2520based%2520on%2520policy_IP_IF.pptx%26action%3Dedit%26mobileredirect%3Dtrue,Jose Vargas Lepiz,Baidurya Banerjee,,03.Processed,"PTPE1195_IP, PTPE1195_IF",,,,2025-01-23 14:14:34
01. IAO ERP,,2809.0,DC-050-580_0002,,03. FPR,03.R3,Shane Bethune,Ricardo J Varela Molina,01.IP - Intel Product,Bharath PLVN,03.Conversion,Prabesh Acharya,Project Actuals Conversion including Intel Federal,,,DC-050-380,R3 Design Sprint 4,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/2809_FPR_DC-050-580-%20Project%20Actuals%20Conversion.pptx?d=w22dd3cdbc885467aab0192fca749f4be&csf=1&web=1&e=5UPUb1,Ricardo J Varela Molina,George Bakare,"01/28 Approved by Tech team after been internally check with Farud by the tech team.
01/24: Approved for Intake Review.
01/23: Form ppt has been requested since is missing.",03.Processed,FPRC1212,,,,2025-01-23 15:11:02
01. IAO ERP,,2810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-24 00:07:33
01. IAO ERP,,2811.0,,,05. OTC IP,03.R3,Shelly Lafree,Erica Nash Wills,01.IP - Intel Product,Kevin A Brown,03.Conversion,"Ravi Vishwanathan, shishirx.kumar.dwivedi@intel.com",Data conversion for Intel Federal – Clause Library,41363.0,Dassian,,,02.Intel,02.Intel,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/05.%20OTC%20-%20Intel%20Products/4%20Working%20Documents/Intel%20Federal/WRICEF_Intake%20forms/OTC%20IFL%20Conversion%20RICEFWS/Intel%20Federal%20Data%20Conversion%20-%20Clause%20Library%20RICEFW.pptx?d=wd7f42411b552453b84338a3da6abf240&csf=1&web=1&e=G7bpbs,,Balu Praveen M.,,03.Processed,OTCC1225,,,,2025-01-24 00:07:33
01. IAO ERP,,2812.0,,,05. OTC IP,03.R3,Shelly Lafree,Erica Nash Wills,01.IP - Intel Product,Kevin A Brown,03.Conversion,"Ravi Vishwanathan, shishirx.kumar.dwivedi@intel.com",Data conversion for clause assignments to Intel Federal Contracts,41363.0,Dassian,,,02.Intel,02.Intel,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/05.%20OTC%20-%20Intel%20Products/4%20Working%20Documents/Intel%20Federal/WRICEF_Intake%20forms/OTC%20IFL%20Conversion%20RICEFWS/Intel%20Federal%20Data%20Conversion%20-%20Contract%20Clause%20Assignments%20RICEFW.pptx?d=w2f861dde7ec04c1a8c7fbfa96ff01380&csf=1&web=1&e=Xbefsl,,Balu Praveen M.,,03.Processed,OTCC1226,,,,2025-01-24 00:24:56
01. IAO ERP,,2813.0,,,05. OTC IP,03.R3,Shelly Lafree,Erica Nash Wills,01.IP - Intel Product,Kevin A Brown,03.Conversion,"Ravi Vishwanathan, shishirx.kumar.dwivedi@intel.com",Data conversion for Intel Federal Contract WBS Assignments,41363.0,Dassian,,,02.Intel,02.Intel,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/05.%20OTC%20-%20Intel%20Products/4%20Working%20Documents/Intel%20Federal/WRICEF_Intake%20forms/OTC%20IFL%20Conversion%20RICEFWS/Intel%20Federal%20Data%20Conversion%20-%20Contract%20WBS%20Assignment%20RICEFW.pptx?d=wc89a9ffd580049e891e1743a5ae0cca6&csf=1&web=1&e=n8we1U,,Balu Praveen M.,,03.Processed,OTCC1227,,,,2025-01-24 00:24:56
01. IAO ERP,,2814.0,,,05. OTC IP,03.R3,Shelly Lafree,Erica Nash Wills,01.IP - Intel Product,Kevin A Brown,03.Conversion,"Ravi Vishwanathan, shishirx.kumar.dwivedi@intel.com",Data conversion for Federal Contracts - Contract Fees/Retention/Incentive Fee Formulas,41363.0,Dassian,,,02.Intel,02.Intel,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/05.%20OTC%20-%20Intel%20Products/4%20Working%20Documents/Intel%20Federal/WRICEF_Intake%20forms/OTC%20IFL%20Conversion%20RICEFWS/Intel%20Federal%20Data%20Conversion%20-%20ContractRetentionIncentive%20Fees%20RICEFW.pptx?d=w9993221215a1470d8c1b374831a86dfe&csf=1&web=1&e=JivHDo,,Balu Praveen M.,,03.Processed,OTCC1228,,,,2025-01-24 00:24:56
01. IAO ERP,,2815.0,,,05. OTC IP,03.R3,Shelly Lafree,Erica Nash Wills,01.IP - Intel Product,Kevin A Brown,03.Conversion,"Ravi Vishwanathan, shishirx.kumar.dwivedi@intel.com",Data conversion of open Federal Contracts from ECC to Dassian S4.,41363.0,Dassian,,,02.Intel,02.Intel,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/05.%20OTC%20-%20Intel%20Products/4%20Working%20Documents/Intel%20Federal/WRICEF_Intake%20forms/OTC%20IFL%20Conversion%20RICEFWS/Intel%20Federal%20Data%20Conversion%20-%20Contracts%20RICEFW.pptx?d=w970dc59b2f4e4735a8dae4f1130dbe68&csf=1&web=1&e=3YpR1L,,Balu Praveen M.,,03.Processed,OTCC1229,,,,2025-01-24 00:24:56
01. IAO ERP,,2816.0,,,07. FTS IF,03.R3,Cari H Shim,GRAEME JOHNSON,02.IF - Intel Foundry,Steffanie Maxey,04.Enhancement,"Mahesh Kumar Gowda, Ruben David Alvarez Carroz",Print Product Label in SAP EWM after physical inventory document posting,,,L-060-160,R3 Design Sprint 4,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/2816_R3_FTS-EWM_Print%20Product%20Label%20in%20SAP%20EWM%20after%20physical%20inventory%20document%20posting.pptx?d=w2076d8d6fbe944ee9e4c9725af3c1339&csf=1&web=1&e=IqpPX9,,Mayank Verma,,03.Processed,LOGE1254,,,,2025-01-24 05:09:19
01. IAO ERP,,2817.0,,,07. FTS IF,03.R3,Cari H Shim,GRAEME JOHNSON,02.IF - Intel Foundry,Steffanie Maxey,04.Enhancement,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz",Visibility of New & Old Part Number during RF picking/ issue process,,,LO-160-050,R3 Design Sprint 6,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/2817_R3_FTS_IF_Visibility%20of%20New%20%26%20Old%20Part%20Number%20during%20RF%20picking%20issue%20process.pptx?d=wab99aec55fcf45ec9aa0fff9674eead2&csf=1&web=1&e=IUI3zM,,Vaidehi Avinash Gulhane,,03.Processed,LOGE1255,,,,2025-01-24 05:22:14
