Approved Release [PMO Only],Intercepting Testing Cycle,Change ID (AC),Approved/Denied,Next Steps,Program Scope,Requested Releases,"Priority (Very High, High, Medium, Low)",Requestor Team*,Requestor Sub-team*,Logistics?,Impacted Towers/Horizontals (Multiple Selection),Change Request Owner,Change Request IT Owner For The Function,Project Manager,Related Open Design Topic,Related CR,Related Risk/Issue [RAID #],Related KDD [RAID #],ServiceNow Reference,ServiceNow Delivery Status,B-App IAPM ID,B-App IAPM Name,Special Projects,Change Title*,Change Description,Rationale for the Change,Impact to Schedule,Ready for PMO Review?,Core vs Non-Core Functionality,Link to Approval Email,Link to Change Request Review Deck,CR Category,Type of Change [For Program Releases - R1-R5],Impacted L3's,Will have BPM Standards (BIC/WIKI) Updates?,Complexity,Technical Effort Estimation,Design Complexity Value,Dollar Impact (US Design Hours),Dollar Impact ($),Functional Effort,CDI Tech Effort [SCP Build],PDH Tech Effort [SCP Build] hrs,BY Tech Effort [SCP Build] hrs,ECA Tech Effort [SCP Build] hrs,Config Effort [ERP Build],Tech Effort [ERP Build],ECA Effort [ERP Build],Data Migration [ERP Build],Security Effort [ERP Build],BApps Tech Effort,Total SCP Tech Effort,Total ERP Tech Effort,ERP Dev Team [For Build CR's Only],Added/Pushed Object ID's?,Dev Team of New Object,Count of New Objects,Added Object ID's,RICEFW Console ID,S4 Object Tracker,Count of New S4 Objects,Deloitte ECA,Count of New Deloitte ECA Objects,Intel ECA,Count of New Intel ECA Objects,Count of New ECA Objects,SCP - RICEFW,Count of SCP RICEFW,SCP - PDH,Count of SCP - PDH,Count of New SCP Objects,Changed Build Objects,Count of Changed Objects,Changed S4 RICEFW's,Count of Changed S4,Changed ECA ID's,Count of Changed ECA,Changed SCP ID's,Count of Changed SCP,Descoped RICEFW ID's,Replacement Object,Planned FUT Complete date,Count of Descoped RICEFW's,Change Status,Need Core Leadership approval? [PMO],Need MRC Approval? [PMO],Review Date with Change Ingestion,Notes from Change Ingestion,2nd Review Date with CCB,Notes from 2nd CCB Review,Actual Review Date with CL [Stage 1],Notes from Core Leadership Review [Stage 1],Actual Review Date with CL [Stage 2],Notes from Core Leadership Review [Stage 2],Review Date with MRC,Notes From MRC Review,Comments for Rejection/Deferral,Design vs Build,Approval Level,Leadership Approval Date,Month of Approval,Final Month of Approval,Month of Creation,Creation Date,Days Open,Aging,Created By,Reconciliation Done?,For Future Release?,Completion Status (Build CR),Completion Status (Object ID),Completion Status (Manual),Overall Completion,Added to Build CR Tracker,Applicable for R4
,N/A,INT-CR0022,New,,ERP,R5+ (Post Release 5),Low,01. PMO,1.1 PMO - ERP PMO,,"03. FPR
06. PTP",Anand Jha,,,,,,,,,,,,“PO setup” for service,Implement PO for service to enable accrual for services at a detailed level. Currently the solution is being met by building a custom solution.,Reduce customization,,No,,,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B2B846E77-FE9F-486F-A200-9EE27A656D26%7D&file=IAO%20ERP%20OSC/CL%20-%205.13.2024.pptx&wdLOR=cD701DB52-81F5-4D82-8952-155B87C310D0&action=edit&mobileredirect=true,,1. Process Scope / Design Change,,,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,N/A,Yes,,0.0,TBD,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,N/A,0.0,,0.0,,0.0,,0.0,N/A,,,0.0,00. Identified,Yes,Yes,,,,,,,,,,,,Design,MRC,,Missing Review Date for Approval Level,#INVALID OPERATION,"05, 2024",2024-05-25 00:00:00,683.0,> 30 Days,againda@deloitte.com,,No,,No Objects,,N/A,No,
,,INT-CR0023,Rejected,,ERP,"R3 (Release 3)
R4 (Release 4)",Low,04. OTC IF,4.11 OTC IF - Order Management,,"02. E2E Process Integration
04. OTC IF",kimberly.a.gomez@intel.com,,,,,,,,,,,,SIMS/TPTD scope increase for OTC IF from R3 to R4,"There is an incremental effort for SIMS/TPTD is needed for R3 through R5.

Effort is for OTC-IF team resources. Resources working on OTC-IP will not need any extension as IP is big bang & for testing, deployment and post go-live support.","R3 would be through LE 101 but ship would follow the R2 interim model as not all sites are on S/4 in R3. 

R4  and onwards is full PO/SO model. Currently R4 is not in scope so need to do a change request to include in scope",,No,,,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/04.%20OTC%20-%20Intel%20Foundry/0%20Admin/Change%20Control/INTCR0023_OTC%20IF_CR%20SIMS-SMD%20scope%20increase%20for%20OTC%20IF%20from%20R3%20to%20R4.pptx?d=w76222241b6354db7b78b39adbc6bce68&csf=1&web=1&e=18fpag,,1. Process Scope / Design Change,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,N/A,,,0.0,TBD,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,N/A,0.0,,0.0,,0.0,,0.0,,,,0.0,16. Cancelled by Requestor Tower,Yes,,2024-07-18 00:00:00,"As of 10/1, this CR was cancelled as OTC IF SIMS is not needed for R4; will be accommodated in R3.
Hiring is on a freeze. This CR is tracked within the leadership decks as a RAID 959. We will revisit once the approval is given (WW37).",,,,,,,,,,Design,CL/OSC,,Missing Review Date for Approval Level,"07, 2024","06, 2024",2024-06-11 00:00:00,0.0,< 15 Days,web-form@smartsheet.com,,No,,No Objects,,N/A,No,
R2 (Aug 2025),R2,INT-CR0024,Approved,"Should be tagged to LOGI0519_IF, LOGI0520_IF, LOGE0521_IF",ERP,R2 (Release 2),High,07. FTS IF,7.7 FTS IF - Manufacturing & MES Integration,,"04. OTC IF
07. FTS IF
11. Technology
12. Infrastructure
13. Security
15. Cutover
16. Testing
17. B-App",Haritha Komma,,,,,,,,,,,,Foundry Quality and Reliability (FQR) team: R3 scoped to R2 change request: ECD (Excursion Containment and Disposition) - ABUS ECD Webservices needed in R2 Vs R3.,"Foundry Quality and Reliability (FQR) team needs ECD-ABUS web services enabled for R2.Containment Disposition is an essential part of Excursion Management response where discrepant material is required to be hold for additional risk assessment. Intel Manufacturing has automated system with established business & system process to support containment across various portion of the supply chain. 
This is an centralize all product hold / Quarantine (PHQ) of lots across supply chain from FAB, Bump, DSDP,ATM and Warehouse with connection to INTEL Shopfloor of MES, Workstream and SAP to quarantine lot and prevent shipment to downstream /Customer.
ECD is integration with issue documentation, traceability and containment/Disposition to provide holistic issue management across INTEL supply chain (Int Mfg and Ext Mfg)","Failed to timely contain the material in Warehouse and lead to escapee risk to INTEL customer which will impact to customer relationship. Indirectly, create a wrong perception to customer on Quality Management System.",,Yes,,,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/01.%20PMO/05.%20Scope%20and%20Change%20Control/Change%20Control/Change%20Request%20Decks/FTS/R2/CR0024_Intel%20Foundry%20FTS_ECD%20Deck_R2.pptx?d=wb596183c9b8f4a589a96cfb9fd773334&csf=1&web=1&e=ilCJV4,,13. Other Milestone Adjustments,,,Very High,0.0,4.0,,,,,,,,,1074.0,,,,,0.0,1074.0,N/A,Yes,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,N/A,0.0,,0.0,,0.0,,0.0,N/A,,,0.0,10. OSC/CL Approved (end status),Yes,No,2024-06-27 00:00:00,"a.	Share technical estimate across SAP, and Boundary (including functional and technical) with the PMO by Monday, 7/8 – Dinesh Basankar
b.	Capture the L3 process that the FG Shipping Involving Quality Process RICEFW will be tied to within the CR Template – Ramya Mathukumilli
c.	Include CR within the Tuesday, 7/9 OSC/CL meeting – Alpna Gainda / Uzma Ahmed",,,2024-07-09 00:00:00,The functionality will be ready for testing within R2 ITC3. Reviewed and approved by OSC/CL.,,,,,,Other,CL/OSC,2024-07-09 00:00:00,"07, 2024","07, 2024","06, 2024",2024-06-24 00:00:00,0.0,< 15 Days,haritha.komma@intel.com,Yes,No,,No Objects,,In Progress,No,
,,INT-CR0025,Cancelled,This CR has been deferred for R4,ERP,R4 (Release 4),High,05. OTC IP,5.9 OTC IP - GTS,,"04. OTC IF
05. OTC IP
13. Security
14. OCM
15. Cutover
16. Testing",JEAN-MARC LENC,,,,,,,,,,,,GTS ITAR (International Traffic in Arms Regulations) license check functionality for IAO,Amend IAO ERP SOW to add GTS ITAR (International Traffic in Arms Regulations) license check functionality to scope.,U.S. government agencies and U.S. defense contractors want to leverage Intel’s U.S. commercial fabrication facilities and process technologies to produce integrated circuits for their defense platforms.  Shipment of such goods is subject to US International Traffic in Arms Regulations (ITAR) require special export license controls to ensure compliance.,,No,,,,,1. Process Scope / Design Change,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,N/A,,,0.0,TBD,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,N/A,0.0,,0.0,,0.0,,0.0,,,,0.0,16. Cancelled by Requestor Tower,,,,,,,,,,,,,Confirmed by Piyush and Prem that this is not required for an R4 plant,Design,Not Assigned,,Not Approved,#INVALID OPERATION,"07, 2024",2024-07-08 00:00:00,0.0,< 15 Days,web-form@smartsheet.com,,No,,No Objects,,In Progress,No,Yes
R3 (Feb 2027),R3 ITC1,INT-CR0026,Approved,,ERP,R3 (Release 3),High,05. OTC IP,5.9 OTC IP - GTS,,"05. OTC IP
06. PTP
11. Technology
12. Infrastructure
13. Security
14. OCM
15. Cutover
16. Testing
17. B-App",ryan.v.le@intel.com,,,,,,,,,,,,Boundary App integration with SAP GTS for Compliance screening,Amend IAO ERP SOW to support boundary app integration with SAP GTS.,"Boundary apps interface with SAP GTS to perform SPL, Embargo, and License compliance check screening as well as retrieve product classification.  Development on the GTS side is needed to update the interfaces and ensure compliance with Trade regulations.  List of boundary apps for R3 scope.",,Yes,,,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/01.%20PMO/05.%20Scope%20and%20Change%20Control/Change%20Control/Change%20Request%20Decks/OTC/INT-%20CR0026%20Change%20ID_Tower_CR%20Deck_GTS_Updated.pptx?d=w90a6c1b22e1b402c85af35cdd720f768&csf=1&web=1&e=VtQfag,,1. Process Scope / Design Change,,,Very High,0.0,4.0,,,,,,,,,,,,,,0.0,0.0,N/A,No,,0.0,TBD,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,N/A,0.0,,0.0,,0.0,,0.0,N/A,,,0.0,10. OSC/CL Approved (end status),Yes,No,2024-08-08 00:00:00,"a.	Update CR to remove this CR holding up L3 design. Close L3 design with the assumption that the integration will be enabled. This CR should only hold up Build of this integration.
b.	Finalize number of interfaces and complete effort & budget estimation – Eoin Dick/Hitesh Mayekar/Keerti Nayak
c.	Estimation needs to be end to end including ITC and UAT and determine options of supporting these as Intel responsibilities – Ryan Le/Hitesh Mayekar/Eoin Dick",,,2024-09-04 00:00:00,"•	As a result of detailed discussions in Boundary Apps workshops, the team realized the need for additional objects to be created in order to integrate certain boundary apps with SAP GTS.
o	The boundary apps track customer and vendor engagement, and a check is needed to ensure that the business partner is a part of a sanctioned party list.
	If they are not, any engagements will be terminated. Therefore, this is a compliance requirement.
o	These checks need to be enabled in order to retire the legacy GTS system.
•	This CR will create an additional 14 interfaces, 5 enhancements, and 3 reusable API’s that boundary app interfaces can connect to; other boundary apps will be able to utilize them in the future.
o	A total of 26 L3’s will be impacted; the flows will be evaluated to determine which boundary app will be pulled for what information, and the design will be updated to include the appropriate screening.
o	The master data and enabling components will be set up in the GTS system.",,,,,,Design,CL/OSC,2024-09-04 00:00:00,"09, 2024","09, 2024","07, 2024",2024-07-08 00:00:00,0.0,< 15 Days,web-form@smartsheet.com,Yes,No,,No Objects,,In Progress,No,
R3 (Feb 2027),R3 ITC1,INT-CR0027,Approved,Re-visit the technical effort required once design is complete,ERP,R3 (Release 3),High,05. OTC IP,5.9 OTC IP - GTS,,"11. Technology
13. Security
14. OCM
15. Cutover
16. Testing
17. B-App",JEAN-MARC LENC,,,,,,,,,,,,Broker Integration - Importer Centric - NL (1 broker) R3; US (4 brokers) R4,Modify the IAO ERP Statement of Work (SOW) to transition from a Broker-Centric to an Importer-Centric GTS solution for integration with customs brokers.  Request is a scope swap but adds some integration elements with the Broker and S/4.,SAP GTS offers two Broker Enablement solutions for integrating with brokers for customs clearance.  Switching to the Importer-centric solution where Intel formulates the declaration and sends it to the broker is far more strategically aligned with Trade’s long-term vision to electronically self-file with customs authorities and save on brokerage fees.,,Yes,,,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/01.%20PMO/05.%20Scope%20and%20Change%20Control/Change%20Control/Change%20Request%20Decks/OTC/INT-CR0027%20-%20Broker%20Integration%20-%20Importer%20Centric%20-%20NL%20(1%20broker)%20R3;%20US%20(4%20brokers)%20R4.pptx?d=w4c67dcb4dd674fdd9690c771a04e2e3c&csf=1&web=1&e=zdt96b,,1. Process Scope / Design Change,,,Very High,0.0,4.0,,,,,,,,,2500.0,,,,,0.0,2500.0,N/A,Yes,,0.0,,3166,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,N/A,0.0,,0.0,,0.0,,0.0,N/A,,,0.0,10. OSC/CL Approved (end status),Yes,No,2024-08-15 00:00:00,,,,2024-10-30 00:00:00,OSC/CL Approved to proceed with work,,,,,,Design,CL/OSC,2024-10-30 00:00:00,"10, 2024","10, 2024","07, 2024",2024-07-08 00:00:00,0.0,< 15 Days,web-form@smartsheet.com,Yes,No,,No Objects,,In Progress,No,
,,INT-CR0028,Cancelled,,ERP,R4 (Release 4),Medium,06. PTP,6.6 PTP - GTS,,"06. PTP
13. Security
14. OCM
15. Cutover
16. Testing",ryan.v.le@intel.com,,,,,,,,,,,,GTS Broker Integration - US,Amend IAO ERP SOW to switch from Broker Centric to Importer Centric GTS solution for integrating with customs brokers of US for remaining 3 US Brokers.,SAP GTS offers two Broker Enablement solutions for integrating with brokers for customs clearance.  Switching to the Importer-centric solution where Intel formulates the declaration and sends it to the broker is far more strategically aligned with Trade’s long-term vision to electronically self-file with customs authorities and save on brokerage fees.,,Yes,,,,,1. Process Scope / Design Change,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,N/A,,,0.0,TBD,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,N/A,0.0,,0.0,,0.0,,0.0,,,,0.0,16. Cancelled by Requestor Tower,,,,,,,,,,,,,This is a duplicate of INT-CR0027,Design,Not Assigned,,Not Approved,#INVALID OPERATION,"07, 2024",2024-07-08 00:00:00,0.0,< 15 Days,web-form@smartsheet.com,,No,,No Objects,,In Progress,No,
R2 (Aug 2025),R2,INT-CR0029,Approved,Should be tagged to OTCC0517,ERP,R2 (Release 2),High,04. OTC IF,4.11 OTC IF - Order Management,,"04. OTC IF
09B. Data Migration",jason.carmichael@intel.com,,,,,,,,,,,,OTC- IF Order Conversion Automation,The OTC - IF team requires an automated process to facilitate the migration in R2 of open sales orders from SAP ECC to the S/4 system.,"This need has become more pressing due to the inclusion of a new customer going live in Q3'24, which will substantially increase the volume of open sales order line items we need to transfer—from less than 150 to over 1000.

Implementing this automated process is not only critical for the immediate transition but will also lay the groundwork for the R3 conversion program already in the pipeline.",,Yes,,,https://intel.sharepoint.com/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/01.%20PMO/05.%20Scope%20and%20Change%20Control/Change%20Control/Change%20Request%20Decks/OTC/INT-CR0029%20-%20OTC-IF%20Auto%20Order%20Migration.pptx?web=1,,1. Process Scope / Design Change,,,Medium,0.0,2.0,,,,,,,,,,,188.0,,,0.0,188.0,Configuration,Yes,,0.0,TBD,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,N/A,0.0,,0.0,,0.0,,0.0,N/A,,2024-10-21 00:00:00,0.0,10. OSC/CL Approved (end status),Yes,No,2024-07-18 00:00:00,,,,2024-08-01 00:00:00,,,,,,,Design,CL/OSC,2024-08-01 00:00:00,"08, 2024","08, 2024","07, 2024",2024-07-15 00:00:00,0.0,< 15 Days,web-form@smartsheet.com,Yes,No,CR Complete,No Objects,,Complete,Yes,
R2 (Aug 2025),R2,INT-CR0030,Approved,,ERP,R2 (Release 2),High,04. OTC IF,4.10 OTC IF - Logistics Management Outbound,Yes,04. OTC IF,jason.carmichael@intel.com,,,,,,,,,,,,OTC- IF Adv Ship Notification,OTC - IF needs the L3 for EDI / 3B2 Advanced Ship Notification to be incorporated into the R2 release.,"This L3, LO-190-120, was planned for R3, however with the inclusion of a new customer going live in Q3'24, we need to include the EDI 3B2 in R2 to not impact the customer when we move from ECC to the S/4 system.",,Yes,,,https://intel.sharepoint.com/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/01.%20PMO/05.%20Scope%20and%20Change%20Control/Change%20Control/Change%20Request%20Decks/OTC/INT-CR0030%20-%20OTC-IF%20ASN.pptx?web=1,,1. Process Scope / Design Change,LO-190-120,,Medium,0.0,2.0,,,,,,,,,,,,,,0.0,0.0,N/A,No,,0.0,TBD,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,N/A,0.0,,0.0,,0.0,,0.0,N/A,,,0.0,10. OSC/CL Approved (end status),Yes,No,2024-07-18 00:00:00,"o	Shripad to work with Tech team to complete an estimation on the effort needed.
o	Uzma & Shawn to add CR to next week’s OSC/CL meeting agenda.",,,2024-07-25 00:00:00,Aligned and Approved with OSC/CL,,,,,,Design,CL/OSC,2024-07-25 00:00:00,"07, 2024","07, 2024","07, 2024",2024-07-15 00:00:00,0.0,< 15 Days,web-form@smartsheet.com,Yes,No,,No Objects,,In Progress,No,
R2 (Aug 2025),R2,INT-CR0031,Approved,,ERP,R2 (Release 2),High,14. OCM,14.5 OCM - OTC Embedded,,04. OTC IF,Laura Winterton,,,,,,,,,,,,R2 Awareness items,Adjustments to the R2 Awareness Communications (to be replaced with Campaign) and R2 Awareness Assessment milestones required.,"GPO requested shift of R2 awareness campaign (communications) and assessment to allow for leadership assessment and socialization ahead of formal communications. Stakeholders and leaders have been identified and assessed. Forum collection is underway and leadership alignment activities will occur over the summer in advance of an August awareness campaign and Sept awareness assessment. OTC Intel Foundry is the primary decider of this milestone as:
•	The tower is 85% of the stakeholder group
•	Finance stakeholders have already received an awareness communication earlier this year
•	FTS ERP information will be aligned with the SCP program",,Yes,,,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/01.%20PMO/05.%20Scope%20and%20Change%20Control/Change%20Control/Change%20Request%20Decks/OCM/INT-CR0031%20-%20OCM%20R2%20Stakeholder%20Awareness%20and%20Assessment.pptx?d=w0b2e296ef7c34954b6a3b9f4e55ffc8b&csf=1&web=1&e=UrGGvX,,13. Other Milestone Adjustments,NA,,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,N/A,No,,0.0,N/A,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,N/A,0.0,,0.0,,0.0,,0.0,N/A,,,0.0,04. Tower/Horizontal Approved (end status),No,No,2024-07-22 00:00:00,,,,,,,,,,,Other,Tower,2024-07-22 00:00:00,"07, 2024","07, 2024","07, 2024",2024-07-16 00:00:00,0.0,< 15 Days,lwinterton@deloitte.com,Yes,No,,No Objects,,In Progress,No,
R3 (Feb 2027),R3 ITC1,INT-CR0032,Approved,,ERP,R3 (Release 3),High,03. FPR,3.4 FPR - Intercompany,,"03. FPR
11. Technology",Alicia Lim,,,,,,,,,,,,Intercompany Transfer Pricing - PaPM,Intercompany TP (cost plus) process today relies upon macro-enabled excel files to complete end of period j/e postings (~2500 hours/year est. spent on process) with risk of errors due to manual steps. Solution is needed to automate TP cost plus calculation. A new technology solution is required to automate the process and enable users the ability to simulate entries prior to posting to the ledger.,PaPM's functionality and flexibility as a calculation engine and allocation solution is the recommended tool for TP use case.,,Yes,,,https://intel.sharepoint.com/:p:/r/sites/financeplantoreport/Shared%20Documents/General/Team%2004%20-%20Interco%20%26%20Transfer%20Pricing/Transfer%20Pricing/INT-CR0032_Intercompany_TransferPricing.pptx?d=w865e048dcba9465f85efac1ecf606a00&csf=1&web=1&e=YN5cfo,,1. Process Scope / Design Change,,,Low,0.0,1.0,,,,,,,,,,,,,,0.0,0.0,N/A,No,,0.0,TBD,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,N/A,0.0,,0.0,,0.0,,0.0,N/A,,,0.0,10. OSC/CL Approved (end status),Yes,No,2024-09-11 00:00:00,,,,2024-09-13 00:00:00,Approved for Intel IT,,,,,,Design,CL/OSC,2024-09-13 00:00:00,"09, 2024","09, 2024","07, 2024",2024-07-29 00:00:00,0.0,< 15 Days,dahahn@deloitte.com,,No,,No Objects,,In Progress,No,
R1 (May 2025),R1,INT-CR0033,Approved,,ERP,"R1 (Release 1)
R2 (Release 2)
R3 (Release 3)",Medium,13. Security,13.2 Security - Cyber/ App Security,,13. Security,Yazdani Shaik,,,,,,,,,,,,$0 Change Order to Non-ERP SOW,$0 Change Order to modify the Non-ERP SOW to adjust some of the milestone due dates and invoice issue dates given the engagement started a little later than expected.,Change in timeline for the Non-ERP original SOW which needed us to revisit the milestone dates,,Yes,,,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7BA302A981-4063-40BB-BA96-51BFE6E85F16%7D&file=Change%20ID_Tower_CR%20Deck_Security%20Non%20ERP_08212024.pptx&action=edit&mobileredirect=true,,13. Other Milestone Adjustments,,,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,N/A,No,,0.0,N/A,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,N/A,0.0,,0.0,,0.0,,0.0,N/A,,,0.0,04. Tower/Horizontal Approved (end status),No,No,2024-08-08 00:00:00,"a.	It was confirmed that Raj has approved this change. 
b.	Update Change Request deck to include affected deliverables and date changes, and send to Uzma – Alycia Steiner
c.	Proceed with $0 Change Order – Alycia Steiner / Yaz Shaik",,,,,,,,,,Other,Tower,2024-08-08 00:00:00,"08, 2024","08, 2024","08, 2024",2024-08-01 00:00:00,0.0,< 15 Days,alsteiner@deloitte.com,Yes,No,,No Objects,,In Progress,No,
R3 (Feb 2027),R3 ITC1,INT-CR0034,Approved,,ERP,R3 (Release 3),Medium,09A. Master Data,,,11. Technology,Lilibeth Lejarde,,,,,,,,,,,,"Move DATI0394, Reltio to MDG Interface",CR for Moving RICEFW DATI0394 (Inbound Interface from Reltio to MDG to push UCD ID) from R2 to R3​,,,Yes,,,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/01.%20PMO/OSC/CL/IAO%20ERP%20OSC/CL%20-%208.1.2024.pptx?d=w4959ae1526e945dd92884471c28cc9d5&csf=1&web=1&e=u6FbqR&nav=eyJzSWQiOjIxNDc0ODMwOTEsImNJZCI6MzIzNjYzODk2N30,,1. Process Scope / Design Change,,,Low,0.0,1.0,,,,,,,,,,,,,,0.0,0.0,N/A,No,,0.0,N/A,,"DATI0394_IP, DATI0394_IF",2.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,DATI0394,1.0,DATI0394,1.0,,0.0,,0.0,N/A,,,0.0,10. OSC/CL Approved (end status),Yes,No,2024-07-25 00:00:00,,,,2024-08-01 00:00:00,,,,,,,Design,CL/OSC,2024-08-01 00:00:00,"08, 2024","08, 2024","08, 2024",2024-08-01 00:00:00,0.0,< 15 Days,llejarde@deloitte.com,,No,,No Objects,,In Progress,No,
R1 (May 2025),R1,INT-CR0035,Approved,,ERP,R1 (Release 1),Medium,03. FPR,3.9 FPR - Treasury and Cash Management,,"03. FPR
11. Technology",Prabesh Acharya,,,,,,,,,,,,Release Change for Treasury Interface FPRI0168 and FPRI0169,To move the release of FPRI0168 and FPRI0169 to R1 from R3,"The entire exchange rate functionality is part of R1 release, as a result of which Interfaces FPRI0168 and FPRI0169 relating to Exchange rate will be moved to R1 release aligning with the foreign exchange rate stream for downstream to different source systems",,Yes,,,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/01.%20PMO/14.%20Governance/OSC/CL/OSC/CL%20Deck%20Archive/IAO%20ERP%20OSC/CL%20-%208.1.2024.pptx?d=w4959ae1526e945dd92884471c28cc9d5&csf=1&web=1&e=YwyZGm&nav=eyJzSWQiOjIxNDc0ODMwOTIsImNJZCI6MTEzNzUxNzA3MX0,,13. Other Milestone Adjustments,,,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,N/A,No,,0.0,N/A,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,"FPRI0168, FPRI0169",2.0,"FPRI0168, FPRI0169",2.0,,0.0,,0.0,"FPRI0168, FPRI0169",,,2.0,10. OSC/CL Approved (end status),Yes,No,2024-07-25 00:00:00,,,,2024-08-01 00:00:00,,,,,,,Other,CL/OSC,2024-08-01 00:00:00,"08, 2024","08, 2024","08, 2024",2024-08-01 00:00:00,0.0,< 15 Days,shoujain@deloitte.com,Yes,No,,No Objects,,In Progress,No,
R1 (May 2025),R1,INT-CR0036,Approved,,ERP,R1 (Release 1),High,03. FPR,3.1 FPR – GL Close & Consolidate,,"03. FPR
09B. Data Migration
11. Technology",Prabesh Acharya,,,,,,,,,,,,Recon Reports for Automated Data Conversion Objects,Adding scope to develop recon reports in BODS for automated finance data conversion objects.,"Recon reports are added to scope to aid in expediting the reconciliation of the data conversion objects (GL, Cost Center & Cost Center Hierarchies, Historical quarterly consolidated data from BCS to GR)",,No,,,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/01.%20PMO/05.%20Scope%20and%20Change%20Control/Change%20Control/Change%20Request%20Decks/FPR/INT-CR0036_Recon%20Reports%20for%20Automated%20Data%20Conversion%20Objects.pptx?d=w5b4e372416944792aeec85581fc06b8a&csf=1&web=1&e=6tX6vm,,4. Change to Existing RICEFW / ECA/ Build Object,,,,104.0,0.0,,,,,,,,,,,104.0,,,0.0,104.0,Data Migration,No,,0.0,N/A,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,"FPRC0009, FPRC0010, FPRC0011",3.0,"FPRC0009, FPRC0010, FPRC0011",3.0,,0.0,,0.0,N/A,,2024-08-30 00:00:00,0.0,10. OSC/CL Approved (end status),Yes,No,2024-08-01 00:00:00,a.	Update FS and Build completion date in current Build Sprint plan as per what was shared in the CR – Keerti Nayak/Lauren Herschberg,,,2024-08-09 00:00:00,,,,,,,Build,CL/OSC,2024-08-09 00:00:00,"08, 2024","08, 2024","08, 2024",2024-08-02 00:00:00,0.0,< 15 Days,navnegi@deloitte.com,Yes,No,CR Complete,No Objects,,Complete,Yes,
